上市電零組,上市紡織,上市汽車,上市化學生醫,上市金融,上市鋼鐵,上市航運,上市電器電纜,上市水泥,上市油電燃氣,上市造紙,上市營建,上市數位雲端,上市生技醫療,上市資訊服務,上市塑膠,上市電腦週邊,上市觀光,上市化學,上市居家生活,上市電子通路,上市電機,上市通信網路,上市電子,上市貿易百貨,上市橡膠,上市上市其它電子,上市綠能環保,上市光電,上市食品,上市其他,上市半導體,上市海外上市,上市玻璃,上市運動休閒,上櫃運動休閒,上櫃鋼鐵,上櫃其它電子,上櫃電機,上櫃電子通路,上櫃半導體,上櫃化工,上櫃電零組,上櫃食品,上櫃光電,上櫃數位雲端,上櫃其他,上櫃航運,上櫃紡織,上櫃居家生活,上櫃油電燃氣,上櫃農業科技業,上櫃文創類,上櫃金融,上櫃電器電纜,上櫃資訊服務,上櫃電腦週邊,上櫃觀光,上櫃綠能環保,上櫃生技醫療,上櫃營建,上櫃塑膠,上櫃通信網路,興櫃食品工業,興櫃電腦及週邊設備業,興櫃運動休閒,興櫃通信網路業,興櫃文化創意業,興櫃綠能環保,興櫃生技醫療業,興櫃紡織纖維,興櫃半導體業,興櫃電子通路業,興櫃航運業,興櫃鋼鐵工業,興櫃其他電子業,興櫃金融業,興櫃農業科技業,興櫃數位雲端,興櫃化學工業,興櫃光電業,興櫃電機機械,興櫃電子零組件業,興櫃建材營造,興櫃資訊服務業,興櫃其他,興櫃觀光事業,興櫃居家生活,興櫃油電燃氣業,網通設備組件,工業電腦,電腦週邊配件,手機相關,其他零組件,LED,IC設計服務,被動元件,主機板,PC/NB/平板,軟體設計,電子設備買賣,電信服務,其他電子或零件,其他網通,其他電腦週邊,消費電子或電器,太陽能,PCB,電子連接相關,IC生產製造,電池或電源,遊戲軟體,光電設備,組裝代工,其他光電,安全監控,電子組件買賣,機殼,網站經營/電商,3C賣場,設備或廠務工程,系統整合,面板業,USBTypeC,十一長假概念股,日圓貶值,iPad Air,智慧衣,洗腎,離岸風電概念股,人民幣貶值,車用電子,AMOLED,水資源,不斷電限電,富櫃50,Fun暑假,胎壓偵測器,車用2.0,PS5,智慧城市,日圓升值,智慧音箱,工業4.0,Macbook供應鏈,矽晶圓,雙鏡頭,宅經濟,光棍節,機器人,運動休閒,Apple iTV,一帶一路,台幣貶值,臺灣上櫃永續指數,特選上櫃ESG龍頭報酬指數,TPEx FactSet半導體氣候淨零優選報酬指數,櫃買薪酬指數,特選上櫃ESG永續高股息報酬指數,TPEx FactSet氣候韌性指數,高殖利率指數,富櫃200成分股,特選上櫃ESG成長報酬指數,Quality 50指數,櫃買公司治理指數,TPEx FactSet半導體氣候韌性指數,櫃買就業88指數,上櫃ESG 30指數,櫃買半導體領航報酬指數,富櫃50成分股,
鈞寶6155,,,,,,,,,,,怡華1456,,沛爾生醫-創6949,,,達方8163,,,,,,,華擎3515,,,,,,,勤益控1437,創意3443,矽力*-KY6415,,,,,,,,世界5347,,佳邦6284,,,,,,,,,,,,,,,,,達爾膚6523,,,,,,,,,,新穎生醫6810,,,,,,,,,,,,,,,,,,,,台聯電4905,,,,建準2421,,笙科5272,,,,,,,,,,,,富喬1815,,達能3686,,,,,,,,,,,德律3030,,熒茂4729,,,立敦6175,,,,,,神達3706,,,,,,,,,台積電2330,佳能2374,,迅得6438,,,,,,直得1597,,,,,,,,晶焱6411,,尚凡*5278,群聯8299,尚凡*5278,,,宜特3289,,三竹8284,,,,
華新科2492,,,,,,,,,,,,,心誠鎂6934,,,融程電3416,,,,,,,旭隼6409,,,,,,,統一實9907,虹冠電3257,福貞-KY8411,,,,,,,,意德士7556,,長盛3492,,,,,,,,,,,,,,,,,醫揚6569,,,,,,,,,,通用幹細胞*7607,,,,,,,,,,,,,,,,,,,,台嘉碩3221,,,,東浦3290,,威盛2388,,,,,,,,,,,,景碩3189,,茂矽2342,,,,,,,,,,,所羅門2359,,中光電5371,,,程泰1583,,,,,,環球晶6488,,,,,,,,,聯發科2454,金山電8042,,上銀2049,,,,,,信邦3023,,,,,,,,亞泰4974,,博智8155,聖暉*5536,博智8155,,,群聯8299,,宇峻3546,,,,
瀚宇博5469,,,,,,,,,,,,,,,,永擎7711,,,,,,,普安2495,,,,,,,雷虎8033,聯發科2454,宏旭-KY2243,,,,,,,,安格6684,,立凱-KY5227,,,,,,,,,,,,,,,,,寶利徠1813,,,,,,,,,,圓祥生技6945,,,,,,,,,,,,,,,,,,,,正能量智能5348,,,,川湖2059,,致新8081,,,,,,,,,,,,尚茂8291,,超豐2441,,,,,,,,,,,創控6909,,眾福科3168,,,燿華2367,,,,,,朋程8255,,,,,,,,,僑威3078,台達電2308,,亞德客-KY1590,,,,,,聖暉*5536,,,,,,,,優群3217,,均豪5443,華景電6788,均豪5443,,,宏碁資訊6811,,智冠5478,,,,
志超8213,,,,,,,,,,,,,,,,倚天酷碁-創2432,,,,,,,華興6164,,,,,,,,威盛2388,麗豐-KY4137,,,,,,,,公準3178,,亞電4939,,,,,,,,,,,,,,,,,久裕4173,,,,,,,,,,水星生醫*6932,,,,,,,,,,,,,,,,,,,,聯光通4903,,,,南俊國際6584,,威鋒電子6756,,,,,,,,,,,,欣興3037,,穩懋3105,,,,,,,,,,,日高1594,,銘旺科2429,,,巨大9921,,,,,,佳凌4976,,,,,,,,,神達3706,台嘉碩3221,,鈺創5351,,,,,,敦泰3545,,,,,,,,崑鼎6803,,廣積8050,群翊6664,廣積8050,,,精材3374,,大車隊2640,,,,
南電8046,,,,,,,,,,,,,,,,誠研3494,,,,,,,聯茂6213,,,,,,,,京鼎3413,聯德控股-KY4912,,,,,,,,鈺太6679,,映興3597,,,,,,,,,,,,,,,,,友霖4166,,,,,,,,,,奧孟亞7776,,,,,,,,,,,,,,,,,,,,正基6546,,,,邁科6831,,聯詠3034,,,,,,,,,,,,,,捷敏-KY6525,,,,,,,,,,,陽程3498,,光耀3666,,,亞光3019,,,,,,佳能2374,,,,,,,,,東元1504,程泰1583,,,,,,,,上銀2049,,,,,,,,神盾6462,,伍豐8076,振曜6143,伍豐8076,,,聖暉*5536,,精華1565,,,,
毅嘉2402,,,,,,,,,,,,,,,,精聯3652,,,,,,,威強電3022,,,,,,,,芯鼎6695,永邑-KY2939,,,,,,,,精拓科4951,,東浦3290,,,,,,,,,,,,,,,,,醣聯4168,,,,,,,,,,基米4195,,,,,,,,,,,,,,,,,,,,譁裕3419,,,,,,創惟6104,,,,,,,,,,,,,,台積電2330,,,,,,,,,,,致茂2360,,安可3615,,,群聯8299,,,,,,晶豪科3006,,,,,,,,,台達電2308,先進光3362,,,,,,,,義隆2458,,,,,,,,元太8069,,巨有科技8227,凡甲3526,巨有科技8227,,,凡甲3526,,大江8436,,,,
同泰3321,,,,,,,,,,,,,,,,科嘉-KY5215,,,,,,,茂矽2342,,,,,,,,順德2351,美吉吉-KY8466,,,,,,,,驊訊6237,,越峰8121,,,,,,,,,,,,,,,,,台微醫6767,,,,,,,,,,晨暉生技1271,,,,,,,,,,,,,,,,,,,,璟德3152,,,,,,力士4923,,,,,,,,,,,,,,台灣精材3467,,,,,,,,,,,聚賢研發-創7631,,悅城6405,,,慧洋-KY2637,,,,,,晶相光3530,,,,,,,,,巨路6192,中光電5371,,,,,,,,亞德客-KY1590,,,,,,,,康和證6016,,良維6290,,良維6290,,,,,胡連6279,,,,
晶技3042,,,,,,,,,,,,,,,,上福6128,,,,,,,偉訓3032,,,,,,,,虹揚-KY6573,捷敏-KY6525,,,,,,,,頎邦6147,,久威6114,,,,,,,,,,,,,,,,,福永生技4183,,,,,,,,,,台寶生醫6892,,,,,,,,,,,,,,,,,,,,明泰3380,,,,,,海德威3268,,,,,,,,,,,,,,全訊5222,,,,,,,,,,,鏵友益6877,,達興材料5234,,,仲琦2419,,,,,,M316643,,,,,,,,,明泰3380,亞光3019,,,,,,,,,,,,,,,,僑威3078,,永信建5508,,永信建5508,,,,,中菲5403,,,,
嘉聯益6153,,,,,,,,,,,,,,,,永崴投控3712,,,,,,,台亞2340,,,,,,,,強茂2481,鈺齊-KY9802,,,,,,,,凱鈺5468,,兆利3548,,,,,,,,,,,,,,,,,東洋4105,,,,,,,,,,麗彤6539,,,,,,,,,,,,,,,,,,,,台揚2314,,,,,,芯鼎6695,,,,,,,,,,,,,,翔名8091,,,,,,,,,,,洋基工程6691,,敦泰3545,,,景碩3189,,,,,,智伸科4551,,,,,,,,,,能率5392,,,,,,,,,,,,,,,,環球晶6488,,中美晶5483,,中美晶5483,,,,,日揚6208,,,,
聚鼎6224,,,,,,,,,,,,,,,,大眾控3701,,,,,,,光鋐4956,,,,,,,,瑞昱2379,羅麗芬-KY6666,,,,,,,,旺玖6233,,川寶1595,,,,,,,,,,,,,,,,,友華4120,,,,,,,,,,路迦生醫6814,,,,,,,,,,,,,,,,,,,,康聯訊3672,,,,,,來頡6799,,,,,,,,,,,,,,環球晶6488,,,,,,,,,,,泰創工程6750,,,,,致茂2360,,,,,,廣宇2328,,,,,,,,,,傳奇4994,,,,,,,,,,,,,,,,信紘科6667,,由田3455,,由田3455,,,,,光頡3624,,,,
正崴2392,,,,,,,,,,,,,,,,,,,,,,,輔信2405,,,,,,,,聯傑3094,豐祥-KY5288,,,,,,,,亞信3169,,合正5381,,,,,,,,,,,,,,,,,杏一4175,,,,,,,,,,富禾生醫7773,,,,,,,,,,,,,,,,,,,,仲琦2419,,,,,,類比科3438,,,,,,,,,,,,,,微矽電子-創8162,,,,,,,,,,,銳澤7703,,,,,台勝科3532,,,,,,燿華2367,,,,,,,,,,大毅2478,,,,,,,,,,,,,,,,益安6499,,漢來美食1268,,漢來美食1268,,,,,聚和6509,,,,
精成科6191,,,,,,,,,,,,,,,,,,,,,,,矽格6257,,,,,,,,意騰-KY7749,東明-KY5538,,,,,,,,創惟6104,,台翰1336,,,,,,,,,,,,,,,,,明基醫4116,,,,,,,,,,溫士頓6817,,,,,,,,,,,,,,,,,,,,達運光電8045,,,,,,晶宏3141,,,,,,,,,,,,,,品安8088,,,,,,,,,,,亞翔6139,,,,,欣興3037,,,,,,明泰3380,,,,,,,,,,直得1597,,,,,,,,,,,,,,,,世界5347,,茂綸6227,,茂綸6227,,,,,台燿6274,,,,
鴻名3021,,,,,,,,,,,,,,,,,,,,,,,凌陽2401,,,,,,,,致新8081,峰源-KY6807,,,,,,,,立衛5344,,佳穎3310,,,,,,,,,,,,,,,,,雙美4728,,,,,,,,,,光鼎生技6850,,,,,,,,,,,,,,,,,,,,康全電訊8089,,,,,,天方能源3073,,,,,,,,,,,,,,世界5347,,,,,,,,,,,聖暉*5536,,,,,,,,,,,力旺3529,,,,,,,,,,正德2641,,,,,,,,,,,,,,,,安國8054,,雙鴻3324,,雙鴻3324,,,,,崇友4506,,,,
台端3432,,,,,,,,,,,,,,,,,,,,,,,歐格3002,,,,,,,,天鈺4961,威宏-KY8442,,,,,,,,穩懋3105,,鉅橡8074,,,,,,,,,,,,,,,,,常廣6730,,,,,,,,,,鼎晉生技7876,,,,,,,,,,,,,,,,,,,,榮群8034,,,,,,茂達6138,,,,,,,,,,,,,,耀穎7772,,,,,,,,,,,華景電6788,,,,,,,,,,,高技5439,,,,,,,,,,金益鼎8390,,,,,,,,,,,,,,,,耕興6146,,漢科3402,,漢科3402,,,,,佳邦6284,,,,
百容2483,,,,,,,,,,,,,,,,,,,,,,,群創3481,,,,,,,,聯陽3014,鈞興-KY4571,,,,,,,,昇佳電子6732,,凱崴5498,,,,,,,,,,,,,,,,,永日4102,,,,,,,,,,光晟生技7561,,,,,,,,,,,,,,,,,,,,上詮3363,,,,,,晶焱6411,,,,,,,,,,,,,,景美7899,,,,,,,,,,,群翊6664,,,,,,,,,,,亞光3019,,,,,,,,,,台勝科3532,,,,,,,,,,,,,,,,M316643,,天品6199,,天品6199,,,,,元太8069,,,,
飛宏2457,,,,,,,,,,,,,,,,,,,,,,,迅杰6243,,,,,,,,易華電6552,台南-KY5906,,,,,,,,沛亨6291,,旭軟3390,,,,,,,,,,,,,,,,,漢達6620,,,,,,,,,,普惠醫工6543,,,,,,,,,,,,,,,,,,,,連騰6818,,,,,,智原3035,,,,,,,,,,,,,,昇陽半導體8028,,,,,,,,,,,旭東4537,,,,,,,,,,,系統電5309,,,,,,,,,,聯合再生3576,,,,,,,,,,,,,,,,逸達6576,,欣銓3264,,欣銓3264,,,,,康和證6016,,,,
驊陞6272,,,,,,,,,,,,,,,,,,,,,,,健鼎3044,,,,,,,,力智6719,康控-KY4943,,,,,,,,商丞8277,,好德3114,,,,,,,,,,,,,,,,,杏昌1788,,,,,,,,,,安美得7575,,,,,,,,,,,,,,,,,,,,鐳洋科技6980,,,,,,點序6485,,,,,,,,,,,,,,典範3372,,,,,,,,,,,迅得6438,,,,,,,,,,,矽格6257,,,,,,,,,,元晶6443,,,,,,,,,,,,,,,,金麗科3228,,譜瑞-KY4966,,譜瑞-KY4966,,,,,信昌電6173,,,,
谷崧3607,,,,,,,,,,,,,,,,,,,,,,,益登3048,,,,,,,,台積電2330,永新-KY4557,,,,,,,,九齊6494,,艾華6204,,,,,,,,,,,,,,,,,達亞6762,,,,,,,,,,麗寶新藥7888,,,,,,,,,,,,,,,,,,,,前鼎4908,,,,,,天擎6708,,,,,,,,,,,,,,萬潤6187,,,,,,,,,,,聯剛科技7870,,,,,,,,,,,鑫創電子6680,,,,,,,,,,上銀2049,,,,,,,,,,,,,,,,正基6546,,臺慶科3357,,臺慶科3357,,,,,環球晶6488,,,,
維熹3501,,,,,,,,,,,,,,,,,,,,,,,凌華6166,,,,,,,,采鈺6789,永道-KY6863,,,,,,,,欣銓3264,,百徽6259,,,,,,,,,,,,,,,,,安克4188,,,,,,,,,,育世博-KY6976,,,,,,,,,,,,,,,,,,,,光聖6442,,,,,,矽力*-KY6415,,,,,,,,,,,,,,矽格6257,,,,,,,,,,,鋒魁科技7530,,,,,,,,,,,群聯8299,,,,,,,,,,欣興3037,,,,,,,,,,,,,,,,智擎4162,,緯軟4953,,緯軟4953,,,,,朋程8255,,,,
全漢3015,,,,,,,,,,,,,,,,,,,,,,,全台3038,,,,,,,,瑞鼎3592,臻鼎-KY4958,,,,,,,,M316643,,晟楠3631,,,,,,,,,,,,,,,,,智擎4162,,,,,,,,,,拉法醫6848,,,,,,,,,,,,,,,,,,,,光環3234,,,,,,神盾6462,,,,,,,,,,,,,,聯鈞3450,,,,,,,,,,,旭誼7849,,,,,,,,,,,立積4968,,,,,,,,,,亞德客-KY1590,,,,,,,,,,,,,,,,力致3483,,鑫科3663,,鑫科3663,,,,,世界5347,,,,
今皓3011,,,,,,,,,,,,,,,,,,,,,,,致茂2360,,,,,,,,統懋2434,寶綠特-KY6887,,,,,,,,千附8383,,崇越電3388,,,,,,,,,,,,,,,,,樂斯科6662,,,,,,,,,,巨生醫6827,,,,,,,,,,,,,,,,,,,,昇達科3491,,,,,,聯發科2454,,,,,,,,,,,,,,南茂8150,,,,,,,,,,,聖凰7880,,,,,,,,,,,訊芯-KY6451,,,,,,,,,,旺宏2337,,,,,,,,,,,,,,,,湧德3689,,威剛3260,,威剛3260,,,,,泰詠6266,,,,
AES-KY6781,,,,,,,,,,,,,,,,,,,,,,,達興材料5234,,,,,,,,捷敏-KY6525,永固-KY5546,,,,,,,,佑華8024,,宇環3276,,,,,,,,,,,,,,,,,佰研3205,,,,,,,,,,暐世4197,,,,,,,,,,,,,,,,,,,,華星光4979,,,,,,力智6719,,,,,,,,,,,,,,華泰2329,,,,,,,,,,,奇鼎科技6849,,,,,,,,,,,偉詮電2436,,,,,,,,,,華邦電2344,,,,,,,,,,,,,,,,力旺3529,,宏捷科8086,,宏捷科8086,,,,,家登3680,,,,
立德3058,,,,,,,,,,,,,,,,,,,,,,,德律3030,,,,,,,,奕力-KY6962,乙盛-KY5243,,,,,,,,巨有科技8227,,宣德5457,,,,,,,,,,,,,,,,,慧智6615,,,,,,,,,,華上生醫7427,,,,,,,,,,,,,,,,,,,,東典光電6588,,,,,,迅杰6243,,,,,,,,,,,,,,十銓4967,,,,,,,,,,,牧德3563,,,,,,,,,,,京元電子2449,,,,,,,,,,正峰1538,,,,,,,,,,,,,,,,中光電5371,,橘子6180,,橘子6180,,,,,耕興6146,,,,
錩新2415,,,,,,,,,,,,,,,,,,,,,,,聯穎3550,,,,,,,,錼創科技-KY創6854,鮮活果汁-KY1256,,,,,,,,印能科技7734,,博大8109,,,,,,,,,,,,,,,,,進階3118,,,,,,,,,,永笙-KY4178,,,,,,,,,,,,,,,,,,,,連訊6820,,,,,,通嘉3588,,,,,,,,,,,,,,廣穎4973,,,,,,,,,,,,,,,,,,,,,,凡甲3526,,,,,,,,,,南亞科2408,,,,,,,,,,,,,,,,中裕4147,,健喬4114,,健喬4114,,,,,世禾3551,,,,
鴻碩3092,,,,,,,,,,,,,,,,,,,,,,,大聯大3702,,,,,,,,全訊5222,來億-KY6890,,,,,,,,杰力5299,,加高8182,,,,,,,,,,,,,,,,,訊聯1784,,,,,,,,,,暄達7726,,,,,,,,,,,,,,,,,,,,,,,,,,君曜7770,,,,,,,,,,,,,,景碩3189,,,,,,,,,,,,,,,,,,,,,,鈺創5351,,,,,,,,,,,,,,,,,,,,,,,,,,萬潤6187,,凌陽創新5236,,凌陽創新5236,,,,,先進光3362,,,,
太空梭2440,,,,,,,,,,,,,,,,,,,,,,,川湖2059,,,,,,,,立積4968,奕力-KY6962,,,,,,,,天擎6708,,松普5488,,,,,,,,,,,,,,,,,大樹6469,,,,,,,,,,天明製藥6659,,,,,,,,,,,,,,,,,,,,,,,,,,安國8054,,,,,,,,,,,,,,采鈺6789,,,,,,,,,,,,,,,,,,,,,,旺宏2337,,,,,,,,,,,,,,,,,,,,,,,,,,群聯8299,,華電網6163,,華電網6163,,,,,高技5439,,,,
新至陞3679,,,,,,,,,,,,,,,,,,,,,,,今國光6209,,,,,,,,台勝科3532,慧洋-KY2637,,,,,,,,神盾6462,,安碁6174,,,,,,,,,,,,,,,,,鈺緯4153,,,,,,,,,,啟弘生技6939,,,,,,,,,,,,,,,,,,,,,,,,,,智微4925,,,,,,,,,,,,,,精材3374,,,,,,,,,,,,,,,,,,,,,,華邦電2344,,,,,,,,,,,,,,,,,,,,,,,,,,廣運6125,,安勤3479,,安勤3479,,,,,群聯8299,,,,
群光2385,,,,,,,,,,,,,,,,,,,,,,,瑞軒2489,,,,,,,,晶豪科3006,意騰-KY7749,,,,,,,,千附精密6829,,崧騰3484,,,,,,,,,,,,,,,,,益得6461,,,,,,,,,,諾亞克7724,,,,,,,,,,,,,,,,,,,,,,,,,,嘉雨思-創6921,,,,,,,,,,,,,,科建7886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宏碁資訊6811,,原相3227,,原相3227,,,,,明安8938,,,,
信錦1582,,,,,,,,,,,,,,,,,,,,,,,台表科6278,,,,,,,,同欣電6271,商億-KY8482,,,,,,,,久元6261,,育富6194,,,,,,,,,,,,,,,,,立康6242,,,,,,,,,,吉晟生7762,,,,,,,,,,,,,,,,,,,,,,,,,,傑霖科技8102,,,,,,,,,,,,,,訊芯-KY6451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,擎亞8096,,合晶6182,,合晶6182,,,,,大世科8099,,,,
泰碩3338,,,,,,,,,,,,,,,,,,,,,,,嘉晶3016,,,,,,,,界霖5285,訊芯-KY6451,,,,,,,,典範3372,,迅德6292,,,,,,,,,,,,,,,,,高端疫苗6547,,,,,,,,,,泰合6467,,,,,,,,,,,,,,,,,,,,,,,,,,晶豪科3006,,,,,,,,,,,,,,台勝科3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,順藥6535,,IET-KY4971,,IET-KY4971,,,,,精材3374,,,,
圓裕6835,,,,,,,,,,,,,,,,,,,,,,,新巨2420,,,,,,,,聯詠3034,六方科-KY4569,,,,,,,,博盛半導體7712,,亞泰4974,,,,,,,,,,,,,,,,,永昕4726,,,,,,,,,,康科特6518,,,,,,,,,,,,,,,,,,,,,,,,,,晶相光3530,,,,,,,,,,,,,,芯測6786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聖暉*5536,,波若威3163,,波若威3163,,,,,聖暉*5536,,,,
晟鈦3229,,,,,,,,,,,,,,,,,,,,,,,景碩3189,,,,,,,,微矽電子-創8162,鼎炫-KY8499,,,,,,,,凌陽創新5236,,慶生6210,,,,,,,,,,,,,,,,,生華科6492,,,,,,,,,,大江基因6879,,,,,,,,,,,,,,,,,,,,,,,,,,M316643,,,,,,,,,,,,,,華東8110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,華景電6788,,宏碩系統6895,,宏碩系統6895,,,,,振曜6143,,,,
榮惠-KY創6924,,,,,,,,,,,,,,,,,,,,,,,全友2305,,,,,,,,智原3035,志強-KY6768,,,,,,,,研通6229,,禾昌6158,,,,,,,,,,,,,,,,,諾貝兒6844,,,,,,,,,,科明7881,,,,,,,,,,,,,,,,,,,,,,,,,,金麗科3228,,,,,,,,,,,,,,日月光投控3711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,凡甲3526,,智崴5263,,智崴5263,,,,,華星光4979,,,,
勝德3296,,,,,,,,,,,,,,,,,,,,,,,榮創3437,,,,,,,,達能3686,奧義賽博-KY創7823,,,,,,,,鑫創3259,,泰藝8289,,,,,,,,,,,,,,,,,浩鼎4174,,,,,,,,,,慧康生技*-KY7851,,,,,,,,,,,,,,,,,,,,,,,,,,亞信3169,,,,,,,,,,,,,,京元電子2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鈺創5351,,聯合4129,,聯合4129,,,,,南俊國際6584,,,,
新日興3376,,,,,,,,,,,,,,,,,,,,,,,通嘉3588,,,,,,,,鈺寶-創3150,亞德客-KY1590,,,,,,,,雅特力-KY6907,,富榮綱3115,,,,,,,,,,,,,,,,,科懋6496,,,,,,,,,,宏碁智醫6857,,,,,,,,,,,,,,,,,,,,,,,,,,凱鈺5468,,,,,,,,,,,,,,福懋科8131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寶雅5904,,寶雅5904,,,,,,,,,
達邁3645,,,,,,,,,,,,,,,,,,,,,,,友訊2332,,,,,,,,達發6526,鼎固-KY2923,,,,,,,,濾能6823,,今展科6432,,,,,,,,,,,,,,,,,鐿鈦4163,,,,,,,,,,立弘1780,,,,,,,,,,,,,,,,,,,,,,,,,,應廣6716,,,,,,,,,,,,,,聖凰7880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,漢達6620,,漢達6620,,,,,,,,,
鑫禾4999,,,,,,,,,,,,,,,,,,,,,,,巨路6192,,,,,,,,敦泰3545,永冠-KY1589,,,,,,,,明遠精密7704,,幃翔6185,,,,,,,,,,,,,,,,,台生材6649,,,,,,,,,,雷虎生6493,,,,,,,,,,,,,,,,,,,,,,,,,,愛普*6531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頎邦6147,,頎邦6147,,,,,,,,,
敬鵬2355,,,,,,,,,,,,,,,,,,,,,,,建準2421,,,,,,,,新唐4919,,,,,,,,,逸昌3567,,尚茂8291,,,,,,,,,,,,,,,,,德英4911,,,,,,,,,,雲象科技7803,,,,,,,,,,,,,,,,,,,,,,,,,,力旺3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,力麒5512,,力麒5512,,,,,,,,,
致伸4915,,,,,,,,,,,,,,,,,,,,,,,柏騰3518,,,,,,,,聯鈞3450,,,,,,,,,聚積3527,,艾恩特3646,,,,,,,,,,,,,,,,,東生華8432,,,,,,,,,,安基生技7754,,,,,,,,,,,,,,,,,,,,,,,,,,擷發科7796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台星科3265,,台星科3265,,,,,,,,,
鎰勝6115,,,,,,,,,,,,,,,,,,,,,,,悅城6405,,,,,,,,,,,,,,,,,全宇昕6651,,三一東林3609,,,,,,,,,,,,,,,,,晟德4123,,,,,,,,,,安特羅6564,,,,,,,,,,,,,,,,,,,,,,,,,,通泰5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,廣明6188,,廣明6188,,,,,,,,,
金橋6133,,,,,,,,,,,,,,,,,,,,,,,樺漢6414,,,,,,,,,,,,,,,,,日揚6208,,聯寶6821,,,,,,,,,,,,,,,,,浩泰4131,,,,,,,,,,昱厚生技6709,,,,,,,,,,,,,,,,,,,,,,,,,,群聯8299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,順達3211,,順達3211,,,,,,,,,
競國6108,,,,,,,,,,,,,,,,,,,,,,,邁達特6112,,,,,,,,,,,,,,,,,金麗科3228,,亞泰金屬6727,,,,,,,,,,,,,,,,,,,,,,,,,,,列特博7725,,,,,,,,,,,,,,,,,,,,,,,,,,奕力-KY6962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桓達4549,,桓達4549,,,,,,,,,
臻鼎-KY4958,,,,,,,,,,,,,,,,,,,,,,,偉詮電2436,,,,,,,,,,,,,,,,,海德威3268,,同協5460,,,,,,,,,,,,,,,,,,,,,,,,,,,視航生醫7759,,,,,,,,,,,,,,,,,,,,,,,,,,立積4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,同致3552,,同致3552,,,,,,,,,
榮科4989,,,,,,,,,,,,,,,,,,,,,,,日電貿3090,,,,,,,,,,,,,,,,,傑霖科技8102,,保銳8093,,,,,,,,,,,,,,,,,,,,,,,,,,,普瑞博6847,,,,,,,,,,,,,,,,,,,,,,,,,,意騰-KY7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新漢8234,,新漢8234,,,,,,,,,
燿華2367,,,,,,,,,,,,,,,,,,,,,,,合勤控3704,,,,,,,,,,,,,,,,,九暘8040,,萬旭6134,,,,,,,,,,,,,,,,,,,,,,,,,,,冠亞6758,,,,,,,,,,,,,,,,,,,,,,,,,,太欣5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大綜3147,,大綜3147,,,,,,,,,
台虹8039,,,,,,,,,,,,,,,,,,,,,,,環科2413,,,,,,,,,,,,,,,,,環宇-KY4991,,霖宏5464,,,,,,,,,,,,,,,,,,,,,,,,,,,元樟生技6864,,,,,,,,,,,,,,,,,,,,,,,,,,沛亨6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,營邦3693,,營邦3693,,,,,,,,,
詮欣6205,,,,,,,,,,,,,,,,,,,,,,,神達3706,,,,,,,,,,,,,,,,,通泰5487,,雲嘉南3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,廣閎科6693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,致和證5864,,致和證5864,,,,,,,,,
